ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Holiday, Daquan NJIT",29,18,18.7,14.8,109.9,87.9,0.604,0.574,63.4,0,12.3,16.2,13,4.20%,2.50%,8.90%,20.40%
"Marshall, Zeke AKRON",33,33,28.2,19.8,128,88,0.674,0.655,79.6,1.3,10.3,18.4,13.2,5.70%,1.40%,13.60%,12.40%
"Ware, Kevin LOU",37,1,16.6,16.2,96.8,88,0.541,0.504,38.6,28,3,9.4,5.8,9.20%,3.80%,0.80%,21.40%
"Moody, Mario WAGNER",30,8,16.7,21.9,109.8,88.1,0.554,0.513,46.5,2.6,15.2,21.6,16.9,5.50%,3.40%,8.60%,14.20%
"Dawson, Branden MSU",36,35,26.9,20.1,99.9,88.1,0.54,0.531,30.5,1.9,9.9,15.5,11.8,10.30%,3.70%,3.80%,19.70%
"Scott, Shannon OSU",37,0,20.9,16.1,107.9,88.1,0.485,0.443,42.7,21,4.7,11.3,7.4,33.90%,5.20%,1.70%,19.40%
"Harrell, Montrezl LOU",40,3,16.2,17.1,116.5,88.1,0.577,0.577,37.5,0,11.4,14.6,12.1,2.50%,1.90%,4.90%,10.50%
"Southerland, James SYR",34,11,29.5,21.4,118.1,88.1,0.589,0.567,15.9,58.9,4.8,14.3,8.7,7.70%,3.10%,3.60%,9.50%
"Jawara, Karamo NCCU",25,0,19.6,10.8,94.5,88.1,0.487,0.454,27.7,27.7,4.5,15.4,9.4,15.50%,1.80%,1.30%,25.50%
"Riley, Da'Shonte EMU",34,28,23.4,12.9,90.2,88.2,0.501,0.491,48.2,0,10.9,20,13.9,7.10%,2.80%,11.90%,26.50%
"Maxwell, Du'Vaughn HAMPTN",31,31,30.3,19.7,96.4,88.2,0.515,0.492,49.2,1.2,10.2,15.2,11.6,6.60%,2.00%,8.80%,17.30%
"Hartley, Kevin GARDWB",34,34,28.9,16.4,115.6,88.3,0.651,0.637,19.6,67.8,8.7,18.3,12.2,6.60%,3.70%,1.40%,18.30%
"Chapman, Emanuel NCCU",31,31,28.3,14,91.1,88.4,0.485,0.458,15.9,42.4,1.1,10.9,5.8,40.10%,3.00%,0.90%,37.60%
"Griffin, Cam DENVER",32,2,21.5,18.7,106.4,88.5,0.582,0.515,65.4,11.5,5.1,18.4,10.9,17.60%,4.60%,1.90%,21.20%
"Zeller, Cody IND",36,36,29.5,26.3,122.4,88.5,0.635,0.562,73.2,0.6,12.4,18.7,14.4,9.40%,2.10%,4.40%,14.80%
"Wilbekin, Scottie FLA",35,29,31.9,17.7,111.9,88.6,0.557,0.525,27,40.2,2.3,8.5,5,28.60%,3.00%,0.20%,20.50%
"Jurick, Philip OKST",33,31,17.3,9.7,108.5,88.6,0.61,0.62,16.9,0,14.6,23.8,18,3.60%,0.70%,6.80%,28.90%
"Christmas, Rakeem SYR",40,40,20.8,13.6,106.4,88.6,0.546,0.53,32.9,0,9.7,14.4,10.9,2.10%,1.50%,11.00%,15.70%
"Willis, Ray NCCU",31,31,31.2,22.2,104.5,88.6,0.547,0.472,41.5,28.9,4.1,13.7,8.4,11.00%,2.10%,1.80%,14.40%
"Ingram, Jeremy NCCU",31,25,33.3,25.4,107.6,88.6,0.601,0.533,50.8,48.3,2.9,10.5,6.3,10.00%,2.60%,2.20%,16.20%
"Mbodj, Cheikh CIN",34,32,21,13.5,108.4,88.8,0.532,0.465,62.2,1.6,10.7,13.9,11.1,2.30%,0.50%,13.40%,15.20%
"Holyfield, Michael SHSU",34,26,15.1,14.3,83.8,88.8,0.492,0.476,47.6,0,11.9,22.3,15.4,2.50%,1.30%,6.50%,28.80%
"Gueye, Moussa ALA",36,27,15.4,10.5,65.9,88.8,0.392,0.373,51,0,10.6,20.5,14.1,1.00%,1.00%,10.80%,41.30%
"Dedmon, Dewayne USC",31,29,22.3,18.5,97.5,88.8,0.529,0.5,26.7,1.7,11.7,24.2,16.5,5.80%,3.00%,10.00%,19.90%
"Cochran, Karl WOFF",32,28,30.8,34.8,86.9,88.9,0.455,0.436,11.5,48.4,2.1,15.7,7.9,17.00%,4.10%,3.10%,11.90%
"Peterson, Brandon ARKST",31,31,33.2,16.8,112.1,89,0.569,0.532,67.7,0.9,11,22.9,15.1,6.40%,1.70%,4.30%,15.20%
"Braun, Taylor NDSU",24,24,31,29.1,109.3,89,0.587,0.528,39.9,31.7,2.5,18.1,9.9,22.00%,3.10%,1.30%,16.90%
"Sledge, Tavares WRIGHT",34,23,17.4,18.6,86.3,89,0.442,0.421,31.4,5,10.3,20.5,14.2,4.50%,2.50%,2.00%,18.00%
"Olynyk, Kelly GONZ",32,28,26.4,30.6,125.3,89.1,0.685,0.642,49.7,8.8,11.8,20.5,14.9,15.10%,1.60%,5.10%,15.60%
"Bennett, Anthony UNLV",35,32,27.1,27.4,115.9,89.2,0.617,0.58,46.7,25.3,10.3,21.8,14.8,8.80%,1.50%,4.60%,12.50%
"Mitchell, Javan SOUTHN",33,33,24.6,23.6,99.1,89.2,0.518,0.464,47.2,0.4,8.2,14,10.2,6.50%,1.30%,3.80%,14.80%
"Coley, Dave STNBRK",33,32,27.1,25.8,95.7,89.3,0.503,0.441,37.1,25.9,2.5,14.8,8.2,11.40%,2.20%,1.00%,15.50%
"Udofia, Chris DENVER",32,32,30.8,25.9,113,89.4,0.581,0.553,36.9,21.3,6.8,14,9.6,26.00%,3.60%,9.00%,13.70%
"Hammonds II, Kerry MIDTN",34,23,21.7,15.1,111.7,89.4,0.605,0.575,32.5,55.8,2.5,14.7,8,14.50%,1.70%,1.40%,18.50%
"Branch, Onzie GARDWB",34,2,15,15.6,90.3,89.5,0.415,0.383,22.6,7,10.9,19.4,13.8,6.90%,2.70%,2.50%,16.50%
"Ellis, Cody STL",35,0,26.1,22.6,103.4,89.5,0.514,0.438,40.1,63.7,1.4,15,7.6,7.50%,2.50%,1.30%,8.80%
"Smith, Kenneth LATECH",34,34,27.9,15.3,100.5,89.5,0.527,0.473,47.8,38.5,2.2,13.3,6.8,32.60%,3.50%,0.20%,27.40%
"Grace, Jameel SOUTHN",30,26,27.3,22.3,96.8,89.6,0.489,0.432,41.9,34.2,1.2,10.3,5.5,28.10%,3.10%,0.00%,17.60%
"Beltran, Derick SOUTHN",33,33,34.8,25.8,105,89.6,0.543,0.493,31.5,54.7,1.6,12.2,6.6,10.40%,2.30%,1.50%,10.30%
"Stockton, David GONZ",35,1,18.7,14,103.6,89.6,0.486,0.47,26.3,44.1,1,9.2,4.9,29.70%,5.00%,0.20%,24.60%
"Anderson, Justin UVA",35,17,24,20.2,107.6,89.6,0.53,0.467,42,31.1,5.1,12.2,8.1,20.20%,2.40%,6.00%,14.60%
"Henriquez, Jordan K-STATE",33,21,15.9,19,103.5,89.6,0.495,0.507,53.7,0,16.5,20.8,17.2,5.00%,0.90%,13.60%,13.60%
"Lubick, Nate GTOWN",32,32,29.6,15.1,105.7,89.7,0.612,0.591,39,3.1,6.9,15.4,10.3,20.10%,1.50%,3.20%,26.50%
"McGary, Mitch MICH",39,8,19.7,20.6,114.4,89.8,0.589,0.598,23.2,0,16,22.4,17.8,6.30%,3.50%,3.90%,16.00%
"Nweke, Odera NJIT",27,2,18.5,16,91.5,89.9,0.458,0.367,78.7,1.1,9.8,15.3,11.4,7.30%,2.70%,4.60%,21.20%
"Keita, Baye-Moussa SYR",40,0,16.8,10.6,124.3,89.9,0.634,0.618,73,0,13,11.4,11,1.60%,2.00%,8.60%,15.80%
"Caldwell-Pope, Kentavious UGA",32,32,33.9,29,113.1,90,0.586,0.53,39.3,52.3,4.3,19.7,11.2,16.80%,3.90%,1.90%,11.30%
"Gibson, Brandon LATECH",34,24,19.9,21,92.9,90,0.476,0.45,34.2,56.2,5.2,14.6,8.8,6.90%,2.40%,1.90%,14.90%
"Johnson, Reggie MIA",26,9,21.3,24,89,90,0.462,0.383,58,6.7,12.9,25.3,17.7,7.70%,1.10%,4.90%,22.90%
"Buckner, Reginald MISS",36,36,28.4,15.8,115.8,90,0.593,0.587,77.9,0,11.3,16.8,12.6,5.20%,2.20%,10.30%,15.10%
"Kirk, Alex UNM",35,33,29.1,22.9,108.7,90.1,0.562,0.514,43.1,14.8,10.2,22.1,15.1,4.30%,0.90%,7.40%,11.90%
"Powell, Adrian NCAT",37,33,31.3,24.1,95,90.1,0.495,0.473,28.9,41.7,4.3,13.3,8,16.20%,3.40%,1.30%,14.50%
"Holloway, Murphy MISS",36,35,31.4,22.8,110.9,90.1,0.567,0.557,44.4,2.1,11.6,21.2,14.8,8.30%,3.00%,2.40%,14.00%
"Obekpa, Chris SJU",33,11,26,11.1,89.3,90.2,0.45,0.451,37.7,0,9.3,15.9,11.4,7.60%,2.20%,15.80%,23.60%
"Hicks, DeQuan NWST",29,3,20.2,31,113,90.2,0.617,0.583,43.5,0.4,12.4,17.3,13.7,19.30%,4.20%,2.80%,17.10%
"Meikle, Dwight HAMPTN",31,18,18.8,20.2,83.5,90.2,0.53,0.487,28.5,27.2,7.1,18.4,11.7,9.80%,1.60%,2.40%,28.90%
"Fair, C.J. SYR",40,40,34.9,21.6,110.9,90.3,0.548,0.502,33.5,13.9,6.7,15.1,9.9,4.40%,2.00%,3.80%,10.60%
"Remekun, Cory STL",33,15,18.1,14.4,104.4,90.3,0.575,0.584,62.4,0,8,11.5,8.9,4.20%,1.30%,6.80%,17.90%
"Bruesewitz, Mike WIS",33,30,28,14.9,102.7,90.3,0.522,0.486,31.1,59.9,6.4,15.7,10.2,12.90%,2.10%,1.00%,19.30%
"Harper, Donta GARDWB",34,34,28.1,28.9,95.6,90.4,0.516,0.452,48.4,4.3,7.8,13.1,9.5,18.40%,3.20%,4.10%,20.20%
"Smith, Jon OHIO",34,11,16.3,12.9,134.1,90.4,0.639,0.607,42.1,0,12.9,13.9,12.1,3.40%,2.70%,9.50%,7.30%
"Hancock, Luke LOU",40,8,22.4,17.2,121.7,90.4,0.612,0.569,38.9,69.9,3.8,9.8,6.3,11.40%,2.70%,0.40%,12.80%
"Reddic, Juvonte VCU",36,36,27.9,24,119.9,90.4,0.606,0.57,40.7,1.6,13.1,21.2,15.4,4.70%,2.90%,3.70%,11.90%
"Miller, Daniel GT",31,31,28.5,16.4,110.4,90.5,0.554,0.512,34.5,0.5,9.2,17,12.1,15.60%,1.90%,7.80%,16.70%
"Williams, Amir OSU",37,26,16.5,12.3,109.9,90.5,0.583,0.556,122.2,0,12.3,15.5,12.8,1.20%,1.20%,9.70%,20.80%
"Fouse, Jordan UWGB",34,34,29.3,15.3,102.5,90.5,0.51,0.478,50.8,4.3,11,21.8,15,14.30%,3.50%,5.80%,19.80%
"Hamilton, Alex LATECH",34,3,17.6,24.5,103.7,90.5,0.531,0.451,62.6,23.6,2.7,10.5,5.8,31.60%,3.40%,1.30%,18.60%
"Moore, McKenzie UTEP",25,15,24.4,23.4,97.8,90.5,0.562,0.515,40.5,35,6.1,19.9,12.2,19.80%,3.70%,3.50%,22.90%
"Basabe, Melsahn IOWA",38,18,18.5,20.4,104.6,90.6,0.524,0.481,45.1,0.5,10.2,19.7,13.7,5.70%,1.40%,6.80%,13.00%
"Otis, Frank WEBER",37,37,23.8,19.4,119.3,90.6,0.642,0.63,30.8,0,10.5,19.8,14.7,13.20%,2.20%,2.30%,17.80%
"McCabe, Zach IOWA",38,7,15.6,22.1,101.7,90.6,0.498,0.454,27.7,49.7,8.7,17.3,11.9,17.40%,3.10%,0.90%,15.50%
"Johnson, Cordarius LATECH",34,32,20.7,19.5,106.4,90.6,0.529,0.498,29.2,61.9,6.2,9.6,7,5.10%,3.60%,0.70%,11.10%
"Green, Javonte RADFRD",32,32,27.7,27.9,105.5,90.7,0.541,0.511,50.7,7.4,10.9,22.1,14.5,12.90%,4.40%,2.70%,13.30%
"Patterson, Lamar PITT",33,33,27,21.4,111.1,90.7,0.568,0.538,38.7,44.4,5.4,14.8,9.2,21.20%,3.00%,1.40%,16.90%
"Ravenel, Evan OSU",37,11,16.8,16.8,106.3,90.7,0.548,0.514,40.7,0.7,9.5,19.6,13.5,3.80%,1.30%,5.10%,15.40%
"Barnett, Jake STL",35,2,15.2,15.2,99.3,90.8,0.522,0.491,29.2,67.9,5.6,15.8,9.9,10.90%,2.00%,0.60%,19.00%
"Sturdivant, Fred TEXSOU",31,25,29.5,19.1,114,90.8,0.602,0.607,50.9,1.3,10.7,20.7,14.4,4.50%,1.80%,10.40%,13.60%
"Rowley, Sam ALBANY",35,19,25.5,21.6,102.6,90.8,0.577,0.526,44.7,0.4,9.3,21,13.7,10.50%,3.00%,1.80%,21.10%
"Woodbury, Adam IOWA",38,38,16.5,19.1,93.2,90.9,0.499,0.488,30.7,0,12,19.7,14.5,7.60%,1.60%,4.90%,20.30%
"Trawick, Jabril GTOWN",32,20,26.6,15.1,96.8,90.9,0.535,0.476,46.9,46.2,3.8,9.6,6.2,14.70%,2.70%,1.30%,23.30%
"Cauley-Stein, Willie UK",29,14,23.6,19.2,105.9,90.9,0.585,0.621,50.9,0,12,17.2,13.7,8.00%,2.10%,8.40%,18.80%
"Vest, Matt WRIGHT",36,36,23.8,14.9,104.2,90.9,0.538,0.531,30.7,38,3.6,16.7,9.3,20.20%,2.90%,0.80%,18.10%
"Hunter, Neiko MIDTN",34,15,18.5,22.3,106,90.9,0.585,0.544,38,17.7,9,9.8,8.6,4.80%,1.60%,2.20%,17.30%
"Echenique, Gregory CREIGH",36,36,22.9,20.5,122.1,90.9,0.672,0.657,53.8,0,13.8,20.7,16.3,3.70%,1.50%,7.80%,15.60%
"Mitchell, Kwamain STL",24,24,30.2,22.2,99.4,90.9,0.518,0.471,39.2,44,1.2,8,4.3,22.60%,3.50%,0.10%,16.40%
"Jett, Jordair STL",35,9,26.3,20.8,102.8,90.9,0.572,0.538,55.2,16.3,2,11.2,6.2,27.00%,2.70%,0.70%,21.40%
"Rouse, Marcus STNBRK",33,1,19.4,15.1,119.4,90.9,0.572,0.542,16,64.1,3.5,6.1,4.5,8.10%,3.50%,0.40%,7.70%
"McCarthy, Sean NJIT",28,27,15.8,13.5,82.7,91,0.464,0.462,26.9,0,10.1,20.9,14.2,4.00%,0.50%,5.70%,27.40%
"Nolte, Evan UVA",35,8,19.8,16,114.2,91.1,0.577,0.548,21,68.8,4,11.1,7.1,10.60%,2.60%,2.80%,10.90%
"Koch, Jake UNI",36,36,28.7,22.6,104.9,91.1,0.558,0.474,57.2,37.2,6.4,21.7,13.2,15.70%,2.70%,4.90%,18.60%
"Anderson, Kyle UCLA",35,34,29.9,20,101.5,91.1,0.491,0.43,39.9,13,8,23,14.5,20.80%,3.50%,2.80%,17.50%
"Armwood, Isaiah GWU",30,30,31.3,21,102.2,91.2,0.557,0.509,48.3,4.9,9.3,22.8,14.6,11.20%,1.80%,7.40%,19.50%
"Goode, Brandon NORFST",33,32,20.6,18.4,110,91.2,0.61,0.586,53.8,0.6,10,18,12.9,2.40%,1.20%,9.90%,16.70%
"Bohannon, John UTEP",29,17,24.8,23.5,109.6,91.2,0.616,0.584,59.7,4.2,9.1,22.4,14.7,14.60%,1.80%,7.50%,18.30%
"Worsham, Raeford ARKST",29,6,17.8,19.8,102.5,91.2,0.553,0.526,58.2,17.2,5.8,14.4,9,5.50%,2.60%,2.80%,15.60%
"Thompson, Bernard FGCU",37,37,29.9,24.9,106.2,91.3,0.564,0.534,35.5,35,5.2,11.2,7.6,12.00%,5.40%,0.40%,14.60%
"Nickerson, Colin FAIRFL",35,20,27.3,13.7,100.8,91.3,0.515,0.488,33.1,16.3,3.3,16.8,9.1,19.10%,3.80%,0.60%,19.80%
"Daniel, Ed MURRST",31,31,29.6,22.6,117.2,91.3,0.601,0.562,93.8,2.1,15.5,23.8,18.1,7.70%,2.40%,5.80%,15.40%
"Greenwood, Hugh UNM",35,35,28.5,15,104.6,91.3,0.529,0.51,27.2,54.4,4.4,15.9,9.5,18.10%,3.00%,1.90%,16.00%
"Francis, Ian ALCST",30,24,21.4,14,87.9,91.3,0.458,0.433,45.8,1.7,8.1,19.7,13.2,6.90%,3.00%,3.20%,20.00%
"Brown, Kory NDSU",34,32,25.1,13.4,102.5,91.3,0.551,0.5,46,13.5,3.1,12.4,7.4,15.40%,3.00%,1.60%,24.10%
"Carter, Robert GT",31,31,26.4,22.3,98.4,91.3,0.504,0.48,27.3,23.6,8,20.6,13.2,8.10%,1.60%,4.10%,14.10%
"Goodwin, Shaq MEM",36,33,20.7,21.3,99.8,91.4,0.517,0.466,59.3,2.5,12,12.4,11.1,11.80%,3.00%,5.50%,19.90%
