Search:,,,,,,,
Rank,Player,Cl,Ht,Pos,G,BLKS,BKPG
63,"Chaise Daniels, Quinnipiac (Metro Atlantic)",Jr.,6-8,F,31,52,1.68
42,"Damonte Dodd, Maryland (Big Ten)",Sr.,6-9,F,26,52,2
115,"Jordon Varnado, Troy (Sun Belt)",So.,6-6,F,37,51,1.38
115,"Chris Silva, South Carolina (Southeastern)",So.,6-9,F,37,51,1.38
103,"Chima Moneke, UC Davis (Big West)",Jr.,6-6,F,36,51,1.42
86,"Kyndahl Hill, Weber St. (Big Sky)",Sr.,6-7,F,34,51,1.5
73,"Brent Calhoun, Fort Wayne (Summit League)",Sr.,6-9,C,33,51,1.55
73,"Jarrett Allen, Texas (Big 12)",Fr.,6-11,F,33,51,1.55
110,"Bonzie Colson, Notre Dame (Atlantic Coast)",Jr.,6-5,F,36,50,1.39
99,"Justin Patton, Creighton (Big East)",Fr.,7-0,C,35,50,1.43
54,"Dererk Pardon, Northwestern (Big Ten)",So.,6-8,C,28,50,1.79
108,"Deonte Burton, Iowa St. (Big 12)",Sr.,6-4,G,35,49,1.4
96,"Derrick White, Colorado (Pac-12)",Sr.,6-5,G,34,49,1.44
96,"Tyler Lydon, Syracuse (Atlantic Coast)",So.,6-9,F,34,49,1.44
77,"Jonathan Isaac, Florida St. (Atlantic Coast)",Fr.,5-10,F,32,49,1.53
77,"Obi Enechionyia, Temple (AAC)",Jr.,6-8,F,32,49,1.53
120,"Jimmy Hall, Kent St. (Mid-American)",Sr.,6-8,F,36,48,1.33
104,"Demetris Morant, FGCU (ASUN)",Sr.,6-9,F,34,48,1.41
104,"Donta Hall, Alabama (Southeastern)",So.,6-9,F,34,48,1.41
86,"Trevor Thompson, Ohio St. (Big Ten)",Jr.,6-11,C,32,48,1.5
86,"Kenneth Lowe, Green Bay (Horizon)",Sr.,6-8,F,32,48,1.5
86,"Wesley Gordon, Colorado (Pac-12)",Sr.,6-9,F,32,48,1.5
72,"Trevond Barnes, Hampton (Mid-Eastern)",So.,6-9,F,31,48,1.55
68,"Philipp Hartwich, Portland (West Coast)",Jr.,7-1,C,30,48,1.6
60,"Zena Edosomwan, Harvard (Ivy League)",Sr.,6-9,F,28,48,1.71
169,"Kennedy Meeks, North Carolina (Atlantic Coast)",Sr.,6-10,F,40,47,1.18
113,"Jimmie Taylor, Alabama (Southeastern)",Sr.,6-10,F,34,47,1.38
100,"Duby Okeke, Winthrop (Big South)",Jr.,6-8,C,33,47,1.42
84,"Eric Stuteville, Sacramento St. (Big Sky)",Sr.,6-11,C,31,47,1.52
84,"Trey Porter, Old Dominion (Conference USA)",So.,6-10,F,31,47,1.52
109,"Yoeli Childs, BYU (West Coast)",Fr.,6-8,F,33,46,1.39
93,"Duop Reath, LSU (Southeastern)",---,0-0,F,31,46,1.48
67,"Darius Bolstad, Radford (Big South)",So.,6-8,C,28,46,1.64
129,"Kuran Iverson, Rhode Island (Atlantic 10)",Sr.,6-9,F,35,45,1.29
121,"Taylor Bessick, Iona (Metro Atlantic)",Sr.,6-9,F,34,45,1.32
107,"Michael Weathers, Miami (OH) (Mid-American)",Fr.,6-2,G,32,45,1.41
152,"Gavin Skelly, Northwestern (Big Ten)",Jr.,6-8,F,36,44,1.22
137,"Devontae Cacok, UNCW (Colonial)",So.,6-7,F,35,44,1.26
128,"Derrico Peck, UMES (Mid-Eastern)",Sr.,6-7,F,34,44,1.29
101,"Jonathan Kasibabu, Fairfield (Metro Atlantic)",So.,6-8,C,31,44,1.42
101,"Obij Aget, New Mexico (Mountain West)",Sr.,7-1,C,31,44,1.42
95,"Ronald Delph, Fla. Atlantic (Conference USA)",Jr.,7-0,C,30,44,1.47
174,"Ethan Happ, Wisconsin (Big Ten)",So.,6-10,F,37,43,1.16
147,"Hanner Mosquera-Perea, ETSU (Southern)",Sr.,6-9,F,35,43,1.23
147,"Anthony Lamb, Vermont (America East)",Fr.,6-6,F,35,43,1.23
136,"Nicholas Baer, Iowa (Big Ten)",So.,6-7,F,34,43,1.26
125,"Isaiah Wilkins, Virginia (Atlantic Coast)",Jr.,6-7,F,33,43,1.3
125,"James Dickey, UNCG (Southern)",Fr.,6-9,F,33,43,1.3
119,"Thomas Welsh, UCLA (Pac-12)",Jr.,7-0,C,32,43,1.34
111,"Zach Smith, Texas Tech (Big 12)",Jr.,6-8,F,31,43,1.39
111,"Ryan Smith, Tulane (AAC)",Sr.,6-11,C,31,43,1.39
94,"Yante Maten, Georgia (Southeastern)",Jr.,6-8,F,29,43,1.48
76,"Miles Bridges, Michigan St. (Big Ten)",Fr.,6-7,F,28,43,1.54
171,"Kyle Washington, Cincinnati (AAC)",Jr.,6-9,F,36,42,1.17
171,"Elijah Stewart, Southern California (Pac-12)",Jr.,6-5,G,36,42,1.17
171,"Gary Clark, Cincinnati (AAC)",Jr.,6-8,F,36,42,1.17
133,"Rashaan Holloway, Massachusetts (Atlantic 10)",So.,6-11,C,33,42,1.27
133,"Romelo Banks, North Florida (ASUN)",Jr.,6-11,C,33,42,1.27
118,"Nick Mayo, Eastern Ky. (OVC)",So.,6-9,F,31,42,1.35
185,"Mawdo Sallah, Mt. St. Mary's (Northeast)",So.,6-9,C,36,41,1.14
163,"Jock Landale, Saint Mary's (CA) (West Coast)",Jr.,6-11,C,34,41,1.21
143,"Alex Long, Norfolk St. (Mid-Eastern)",So.,6-8,F,33,41,1.24
143,"Koch Bar, Bradley (Missouri Valley)",Fr.,6-10,C,33,41,1.24
131,"Makur Puou, New Orleans (Southland)",Jr.,6-9,F,32,41,1.28
131,"Tim Kempton, Lehigh (Patriot)",Sr.,6-10,C,32,41,1.28
122,"Nathan Knight, William & Mary (Colonial)",Fr.,6-10,C,31,41,1.32
122,"Anthony Green, Northeastern (Colonial)",So.,6-10,C,31,41,1.32
122,"Zach Charles, Eastern Ky. (OVC)",Jr.,6-7,F,31,41,1.32
117,"Zach Gordon, Cal Poly (Big West)",Sr.,6-8,F,30,41,1.37
82,"Brandan Stith, Old Dominion (Conference USA)",Jr.,6-7,F,27,41,1.52
82,"Lis Shoshi, Little Rock (Sun Belt)",Sr.,6-11,F,27,41,1.52
199,"Marcanvis Hymon, Ole Miss (Southeastern)",So.,6-7,F,36,40,1.11
199,"Jonathan Galloway, UC Irvine (Big West)",So.,6-10,F,36,40,1.11
182,"Jean Marc Christ Koumadje, Florida St. (Atlantic Coast)",So.,7-4,C,35,40,1.14
182,"Phil Fayne, Illinois St. (Missouri Valley)",So.,6-9,F,35,40,1.14
159,"Philip Whittington, USC Upstate (ASUN)",So.,6-9,F,33,40,1.21
159,"Tyler Stone, Howard (Mid-Eastern)",Sr.,6-7,F,33,40,1.21
138,"Matt Willms, UTEP (Conference USA)",Jr.,7-1,C,32,40,1.25
138,"Nakye Sanders, Duquesne (Atlantic 10)",So.,6-8,F,32,40,1.25
138,"Hunter Sabety, Hofstra (Colonial)",Jr.,6-9,F,32,40,1.25
114,"Will Magarity, Davidson (Atlantic 10)",Jr.,6-11,F,29,40,1.38
236,"Derek Willis, Kentucky (Southeastern)",Sr.,6-9,F,38,39,1.03
197,"RJ White, UNCG (Southern)",Sr.,6-8,C,35,39,1.11
197,"TJ Leaf, UCLA (Pac-12)",Fr.,6-10,F,35,39,1.11
180,"Derek Ogbeide, Georgia (Southeastern)",So.,6-8,F,34,39,1.15
180,"Nick Harris, Col. of Charleston (Colonial)",So.,6-10,F,34,39,1.15
168,"Mitchell Solomon, Oklahoma St. (Big 12)",Jr.,6-9,F,33,39,1.18
154,"Darohn Scott, Central Mich. (Mid-American)",Jr.,6-9,F,32,39,1.22
154,"T.J. Holyfield, SFA (Southland)",So.,6-7,F,32,39,1.22
154,"Micaiah Henry, Tennessee Tech (OVC)",Fr.,6-8,C,32,39,1.22
154,"Mamadi Diakite, Virginia (Atlantic Coast)",Fr.,6-9,F,32,39,1.22
154,"James Banks, Texas (Big 12)",Fr.,6-10,C,32,39,1.22
127,"Keenan Simmons, SIUE (OVC)",Jr.,6-6,F,30,39,1.3
223,"Sebastian Saiz, Ole Miss (Southeastern)",Sr.,6-9,F,36,38,1.06
223,"Immanuel King, Texas St. (Sun Belt)",Jr.,6-8,F,36,38,1.06
223,"Justas Furmanavicius, Ole Miss (Southeastern)",Jr.,6-7,F,36,38,1.06
223,"V.J. Beachem, Notre Dame (Atlantic Coast)",Sr.,6-8,F,36,38,1.06
212,"Chandler Rowe, UT Martin (OVC)",Sr.,6-7,F,35,38,1.09
212,"Ajdin Penava, Marshall (Conference USA)",So.,6-9,F,35,38,1.09
212,"Ben Moore, SMU (AAC)",Sr.,6-8,F,35,38,1.09
178,"Zane Najdawi, The Citadel (Southern)",So.,6-7,F,33,38,1.15
178,"Kentan Facey, UConn (AAC)",Sr.,6-10,F,33,38,1.15
149,"Bertrand Nkali, Houston (AAC)",Sr.,6-8,F,31,38,1.23
149,"Jamuni McNeace, Oklahoma (Big 12)",Jr.,6-10,C,31,38,1.23
149,"Joseph Lopez, Sacred Heart (Northeast)",Jr.,6-7,F,31,38,1.23
135,"AJ Sumbry, Wagner (Northeast)",So.,6-7,F,30,38,1.27
106,"Chris Reyes, Pepperdine (West Coast)",Sr.,6-7,F,27,38,1.41
235,"De'Anthony Melton, Southern California (Pac-12)",Fr.,6-4,G,36,37,1.03
222,"Josh Jackson, Kansas (Big 12)",---,0-0,,35,37,1.06
211,"Johnathan Motley, Baylor (Big 12)",Jr.,6-10,F,34,37,1.09
193,"Marvin Prochet, Niagara (Metro Atlantic)",So.,6-7,F,33,37,1.12
193,"Trey Moses, Ball St. (Mid-American)",So.,6-9,C,33,37,1.12
193,"Mangok Mathiang, Louisville (Atlantic Coast)",Sr.,6-10,C,33,37,1.12
176,"Don MuepoKelly, South Ala. (Sun Belt)",Sr.,6-7,F,32,37,1.16
176,"Anfernee McLemore, Auburn (Southeastern)",Fr.,6-7,F,32,37,1.16
166,"Austin Williams, Drexel (Colonial)",Jr.,6-8,F,31,37,1.19
145,"Albert Owens, Oral Roberts (Summit League)",Jr.,6-9,C,30,37,1.23
145,"Ruben Guerrero, South Fla. (AAC)",Jr.,6-11,C,30,37,1.23
234,"Marquez Letcher-Ellis, Rice (Conference USA)",So.,6-7,F,35,36,1.03
220,"Jordan Murphy, Minnesota (Big Ten)",So.,6-6,F,34,36,1.06
220,"Wajid Aminu, North Florida (ASUN)",Fr.,6-7,F,34,36,1.06
208,"Omar Sherman, Louisiana Tech (Conference USA)",Jr.,6-9,F,33,36,1.09
208,"Dane Pineau, Saint Mary's (CA) (West Coast)",Sr.,6-9,F,33,36,1.09
208,"Jarred Jones, Loyola Maryland (Patriot)",Sr.,6-7,F,33,36,1.09
190,"Xeyrius Williams, Dayton (Atlantic 10)",So.,6-8,F,32,36,1.13
190,"Luke Meyer, Central Mich. (Mid-American)",Jr.,6-11,F,32,36,1.13
164,"Emondre Rickman, Indiana St. (Missouri Valley)",So.,6-9,C,30,36,1.2
129,"Chris Davenport, North Florida (ASUN)",Sr.,6-8,F,28,36,1.29
232,"Shaq Morris, Wichita St. (Missouri Valley)",Jr.,6-8,F,34,35,1.03
232,"Devin Haygood, Youngstown St. (Horizon)",So.,6-7,F,34,35,1.03
161,"Desmond Williams, Florida A&M (Mid-Eastern)",Jr.,6-6,F,29,35,1.21
161,"Ike Anigbogu, UCLA (Pac-12)",Fr.,6-10,C,29,35,1.21
138,"Chris Lewis, Harvard (Ivy League)",Fr.,6-9,F,28,35,1.25
138,"Cheickna Dembele, UNLV (Mountain West)",---,0-0,,28,35,1.25
231,"Ivan Madunic, Southern Utah (Big Sky)",---,0-0,F,33,34,1.03
206,"Josh Sharma, Stanford (Pac-12)",So.,7-0,C,31,34,1.1
206,"Alexis Dargenton, Utah St. (Mountain West)",So.,6-8,F,31,34,1.1
188,"Jack Whitman, William & Mary (Colonial)",Jr.,6-9,F,30,34,1.13
188,"Khris Lane, Longwood (Big South)",Jr.,6-6,F,30,34,1.13
170,"Jahir Cabeza, Savannah St. (Mid-Eastern)",Jr.,6-5,G,29,34,1.17
237,"Shawn Prudhomme, Southern U. (Southwestern)",Sr.,6-4,F,33,33,1
237,"L'Hassane Niangane, Gardner-Webb (Big South)",Jr.,6-10,C,33,33,1
237,"Tosin Mehinti, UAB (Conference USA)",Sr.,6-9,F,33,33,1
237,"Zach LeDay, Virginia Tech (Atlantic Coast)",Sr.,6-7,F,33,33,1
237,"Sheldon Jeter, Pittsburgh (Atlantic Coast)",Sr.,6-8,F,33,33,1
237,"Norbertas Giga, Jacksonville St. (OVC)",Jr.,7-0,F,33,33,1
230,"Kyle Alexander, Tennessee (Southeastern)",So.,6-10,F,32,33,1.03
218,"Novak Topalovic, Idaho St. (Big Sky)",So.,7-0,C,31,33,1.06
218,"Joshua Patton, Sacramento St. (Big Sky)",Fr.,6-8,F,31,33,1.06
204,"Tobias Sjoberg, Marist (Metro Atlantic)",Fr.,6-9,C,30,33,1.1
204,"Tyrell Johnson, Appalachian St. (Sun Belt)",So.,6-8,F,30,33,1.1
186,"Jayson Tatum, Duke (Atlantic Coast)",Fr.,6-8,F,29,33,1.14
186,"Jeremy Morgan, UNI (Missouri Valley)",Sr.,6-5,G,29,33,1.14
152,"Beejay Anya, NC State (Atlantic Coast)",Sr.,6-9,F,27,33,1.22
237,"Ulmer Manzier, Bethune-Cookman (Mid-Eastern)",So.,6-7,F,32,32,1
237,"Jessie Govan, Georgetown (Big East)",So.,6-10,C,32,32,1
229,"Tim Coleman, NJIT (ASUN)",Sr.,6-5,F,31,32,1.03
215,"Dexter Werner, North Dakota St. (Summit League)",Sr.,6-6,F,30,32,1.07
215,"Robert Montgomery, St. Francis Brooklyn (Northeast)",---,0-0,,30,32,1.07
215,"Ahmed Ismail, Manhattan (Metro Atlantic)",Jr.,7-2,C,30,32,1.07
202,"Jashaun Smith, Longwood (Big South)",Fr.,6-5,F,29,32,1.1
202,"Miye Oni, Yale (Ivy League)",Fr.,6-6,G,29,32,1.1
182,"Yuta Watanabe, George Washington (Atlantic 10)",Jr.,6-8,F,28,32,1.14
237,"Ivan Rabb, California (Pac-12)",So.,6-11,F,31,31,1
237,"Jerome Frink, LIU Brooklyn (Northeast)",Sr.,6-7,F,31,31,1
237,"Derreck Brooks, Central Ark. (Southland)",Sr.,6-6,G,31,31,1
228,"Jaleel Hogan, Detroit Mercy (Horizon)",Jr.,6-7,F,30,31,1.03
167,"Mike Aaman, Wagner (Northeast)",Sr.,6-8,F,26,31,1.19
237,"Kenny Jones, Austin Peay (OVC)",Sr.,6-8,F,30,30,1
237,"Thomas Bruce, Binghamton (America East)",So.,6-9,F,30,30,1
199,"Mustafa Jones, Central Conn. St. (Northeast)",Jr.,6-7,F,27,30,1.11
164,"Markelle Fultz, Washington (Pac-12)",Fr.,6-4,G,25,30,1.2
237,"Hank Hollingsworth, Cal Poly (Big West)",Fr.,6-10,F,29,29,1
196,"Robert Kelly, Savannah St. (Mid-Eastern)",Fr.,6-7,F,26,29,1.12
175,"Dan Garvin, Bryant (Northeast)",Sr.,6-6,F,25,29,1.16
237,"Nick Severado, Florida A&M (Mid-Eastern)",So.,6-8,G,28,28,1
237,"Brison Gresham, Massachusetts (Atlantic 10)",Fr.,6-9,C,28,28,1
227,"Stephen Ugochukwu, McNeese (Southland)",Jr.,6-7,C,26,27,1.04
190,"Ed Morrow Jr., Nebraska (Big Ten)",So.,6-7,F,24,27,1.13
