Show 102550251 entries,,,,,,,
Search:,,,,,,,
Rank,Player,Cl,Ht,Pos,G,BLKS,BKPG
216,"Hooper Vint, UTEP (Conference USA)",Sr.,6-11,C,33,36,1.09
216,"James Kelly, Marshall (Conference USA)",Sr.,6-7,F,33,36,1.09
216,"Aly Ahmed, CSU Bakersfield (Western Athletic)",Sr.,6-9,C,33,36,1.09
202,"Marquez Letcher-Ellis, Rice (Conference USA)",Fr.,6-7,F,32,36,1.13
166,"Rickey Brice Jr., North Texas (Conference USA)",Fr.,7-0,C,29,36,1.24
151,"Austin Lewis, McNeese (Southland)",Sr.,6-8,F,28,36,1.29
131,"Kaleb Tarczewski, Arizona (Pac-12)",Sr.,7-0,C,26,36,1.38
131,"Alex Olah, Northwestern (Big Ten)",Sr.,7-0,C,26,36,1.38
124,"Tevin Falzon, Sacred Heart (Northeast)",Sr.,6-7,F,25,36,1.44
248,"Brian Pegg, Stetson (ASUN)",Jr.,6-7,G,34,35,1.03
248,"Shaq Morris, Wichita St. (Missouri Valley)",Jr.,6-7,F,34,35,1.03
248,"Alex Long, Norfolk St. (Mid-Eastern)",Fr.,6-8,F,34,35,1.03
248,"Stefan Jovanovic, Hawaii (Big West)",Jr.,6-11,C,34,35,1.03
232,"Ismael Sanogo, Seton Hall (Big East)",So.,6-8,F,33,35,1.06
232,"Luke Meyer, Central Mich. (Mid-American)",So.,6-11,F,33,35,1.06
214,"Tre'Shawn Thurman, Omaha (Summit League)",So.,6-7,F,32,35,1.09
214,"Marcus Bryan, UNCW (Colonial)",So.,6-7,F,32,35,1.09
200,"Phillip Carr, Morgan St. (Mid-Eastern)",So.,6-8,F,31,35,1.13
200,"Anthony Allen, Oklahoma St. (Big 12)",Sr.,7-0,C,31,35,1.13
174,"Pete Miller, Princeton (Ivy League)",Jr.,6-10,F,29,35,1.21
138,"Dan Garvin, Bryant (Northeast)",Jr.,6-6,F,26,35,1.35
245,"Kennedy Meeks, North Carolina (Atlantic Coast)",Jr.,6-10,F,33,34,1.03
245,"Marquis Cunningham, Ark.-Pine Bluff (Southwestern)",Jr.,6-8,C,33,34,1.03
245,"Vladimir Brodziansky, TCU (Big 12)",So.,6-10,F,33,34,1.03
231,"Dominic Robb, Niagara (Metro Atlantic)",Fr.,6-8,F,32,34,1.06
210,"Nick Mayo, Eastern Ky. (OVC)",Fr.,6-9,F,31,34,1.1
210,"Kyle Ingram, Idaho St. (Big Sky)",Jr.,6-8,F,31,34,1.1
210,"Brandon Holcomb, Radford (Big South)",Sr.,6-8,C,31,34,1.1
210,"Dennis Clifford, Boston College (Atlantic Coast)",Sr.,7-0,C,31,34,1.1
198,"Wadly Mompremier, Ohio (Mid-American)",Jr.,6-10,F,30,34,1.13
198,"Wayne Martin, Tennessee St. (OVC)",Jr.,6-7,F,30,34,1.13
188,"Dorian Chatman, Lamar University (Southland)",Fr.,6-7,F,29,34,1.17
171,"Keenan Simmons, SIUE (OVC)",So.,6-6,F,28,34,1.21
171,"Zena Edosomwan, Harvard (Ivy League)",Jr.,6-9,F,28,34,1.21
242,"Mike Holloway, Fairleigh Dickinson (Northeast)",Fr.,6-7,F,32,33,1.03
242,"Michael Carrera, South Carolina (Southeastern)",Sr.,6-5,F,32,33,1.03
242,"Nathan Boothe, Toledo (Mid-American)",Sr.,6-10,C,32,33,1.03
228,"Charles Waters, Arkansas St. (Sun Belt)",Sr.,6-6,F,31,33,1.06
228,"Kingsley Okoroh, California (Pac-12)",So.,7-1,C,31,33,1.06
228,"Greg Lewis, Rutgers (Big Ten)",Sr.,6-9,F,31,33,1.06
209,"Quadir Welton, Saint Peter's (Metro Atlantic)",Jr.,6-7,F,30,33,1.1
183,"Markus Kennedy, SMU (AAC)",Sr.,6-9,F,28,33,1.18
183,"Kuran Iverson, Rhode Island (Atlantic 10)",Jr.,6-9,F,28,33,1.18
168,"Darien Nelson-Henry, Penn (Ivy League)",Sr.,6-11,C,27,33,1.22
156,"Andrew Bastien, Utah Valley (Western Athletic)",Jr.,6-9,C,26,33,1.27
133,"Paris Bass, Detroit Mercy (Horizon)",So.,6-8,F,24,33,1.38
239,"Thomas Welsh, UCLA (Pac-12)",So.,7-0,C,31,32,1.03
239,"Adam Ward, Nicholls St. (Southland)",Sr.,6-6,C,31,32,1.03
239,"Jordan Murphy, Minnesota (Big Ten)",Fr.,6-6,F,31,32,1.03
225,"Chris Wray, Mt. St. Mary's (Northeast)",So.,6-8,F,30,32,1.07
225,"Rodney Williams, Drexel (Colonial)",Jr.,6-7,F,30,32,1.07
225,"Gavin Ware, Mississippi St. (Southeastern)",Sr.,6-9,F,30,32,1.07
208,"Maurice Jeffers, Delaware (Colonial)",Jr.,6-9,F,29,32,1.1
224,"Josh Hawkinson, Washington St. (Pac-12)",Jr.,6-10,F,29,31,1.07
207,"Steven Burrough, N.C. A&T (Mid-Eastern)",Jr.,6-9,C,28,31,1.11
237,"Patrick Onwenu, Alcorn (Southwestern)",---,0-0,F,29,30,1.03
237,"Montel James, Loyola Chicago (Missouri Valley)",Sr.,6-7,F,29,30,1.03
223,"Demola Onifade, Delaware St. (Mid-Eastern)",Fr.,6-9,C,28,30,1.07
236,"Joel Awich, Cal Poly (Big West)",Sr.,6-7,F,28,29,1.04
235,"Bradley Hayes, Georgetown (Big East)",Sr.,7-0,C,27,28,1.04
221,"Sebastian Saiz, Ole Miss (Southeastern)",Jr.,6-9,F,26,28,1.08
221,"Jarred Jones, Loyola Maryland (Patriot)",Sr.,6-5,G,26,28,1.08
